draw,beta_event_0
1,-8.070019768083908e-4
2,4.664505790458451e-4
3,0.0016783047003505215
4,0.0012120257064002734
5,7.997638012515345e-4
6,6.255802088794434e-4
7,0.0031206073638229115
8,1.50798677535448e-4
9,-5.716717028046742e-4
10,8.115567532262026e-4
11,0.0016061100298091087
12,-0.0014203786141832328
13,-8.627607246808252e-5
14,-0.0017061896245595819
15,6.699843567857894e-4
16,-3.4653962388425316e-4
17,-2.823256559963843e-4
18,-0.0012188307327365936
19,-2.0012513683540284e-4
20,0.0026610738262009864
21,6.165038221964139e-4
22,-0.0014082583407845858
23,0.001329827379698393
24,0.0020864763603317205
25,-9.855048671268626e-4
26,0.0013906154743555644
27,-0.002371990208068214
28,3.9593706669208487e-4
29,-2.964480218735459e-4
30,2.298914031808539e-5
31,5.423690721109114e-4
32,-0.0022529462059477025
33,0.0015978584336032611
34,0.001135499487351985
35,-0.0029183528739401663
36,0.002018271179656127
37,6.468687926835783e-4
38,0.0012563375992415444
39,-1.9092514958007976e-4
40,5.8262062851823144e-5
41,1.1989298929275185e-4
42,0.0012491815359625936
43,0.0028817174922530736
44,0.0024024035599616435
45,7.528709416010978e-4
46,-0.0011655693652512936
47,-0.0023424218089529354
48,-0.0010300110420372786
49,-6.786762816662635e-4
50,-0.003056116653336635
51,-1.5415332793473514e-4
52,-9.451747964593155e-5
53,-3.9751398990891536e-4
54,-2.2803057981794707e-4
55,-1.228161643941236e-4
56,3.900056621056805e-4
57,6.661594424776478e-4
58,8.958870903425745e-4
59,-0.0019820003493969023
60,0.0019743007750828074
61,-0.001224063899502296
62,6.149529324042408e-4
63,2.959257105572781e-4
64,3.582757065676746e-4
65,0.0014130370139639253
66,-0.0018048486531570096
67,3.080266689212036e-4
68,-8.173882399331275e-5
69,7.835480055080028e-4
70,5.218907113566563e-4
71,0.002572573779236362
72,0.0017560733644410784
73,0.0014224649009177367
74,-0.0012492278403580018
75,-2.572669984468185e-4
76,0.0012644049442791458
77,-0.0027836260626055045
78,0.0011360288933851554
79,9.158822321709022e-4
80,-2.8647619676357226e-4
81,-5.001753079190372e-4
82,-0.001404288728369567
83,0.0015569745805889036
84,0.0014887344837929946
85,-3.065305313656914e-4
86,0.0010637071621173839
87,-7.056096989557247e-4
88,-0.00241172048264164
89,0.0019690465511392405
90,-0.002273706924935461
91,-0.002313354983619068
92,-7.733254718156944e-4
93,1.1246014051454313e-4
94,4.3381904009229656e-4
95,-0.0014163192375504607
96,-0.00282319191059373
97,0.001039959347132112
98,-0.0010165482842753896
99,0.0037939757739287243
100,9.403542684068458e-4
101,-3.0362082638023843e-4
102,4.087788850603907e-5
103,-0.0013415480441307315
104,0.0014512737068130288
105,-5.400514811506759e-4
106,-0.0018942511806126236
107,0.0031444464041804534
108,0.0010250471053611112
109,-6.814784968313531e-4
110,1.7793564503012615e-4
111,-0.0014952418930245053
112,3.798115620119339e-4
113,-0.0010614865870407254
114,-0.001018988335407601
115,-4.4143501708988496e-4
116,-6.881835757633979e-4
117,-0.0011399148284133578
118,5.742691865478675e-4
119,0.0010362438701995518
120,-2.5433241955972986e-4
121,-0.002839639573155298
122,-5.321885717662911e-4
123,-7.019482188543346e-4
124,5.914400530691496e-4
125,-0.0019473595532254054
126,-0.001531525600295745
127,3.3811771378110527e-4
128,2.403172944198321e-4
129,-8.491132329030674e-4
130,0.001866085366625101
131,-5.187717728833611e-4
132,-5.618472835239056e-4
133,-2.1251693680468932e-5
134,0.0018849895897711962
135,-1.9982814528099184e-4
136,0.0012985578688637159
137,0.0010608274511303471
138,9.103021925564098e-4
139,0.0013657669501451614
140,-3.347337154706709e-4
141,-0.0016559689642000664
142,4.0415379797201364e-4
143,-0.0019510201426762347
144,3.2196477584878707e-4
145,-6.866642158013967e-4
146,6.918135152102906e-4
147,-0.0018908609125596874
148,5.291943379041135e-4
149,4.2972980919361425e-4
150,-0.002292423195875884
151,-1.145634217381117e-4
152,-4.367324595587955e-4
153,8.194142043775455e-4
154,8.651305323692939e-4
155,-8.078180855531365e-4
156,0.0015856192865497387
157,-0.001848672003653849
158,3.2341586354403084e-4
159,-0.0030256046682004168
160,3.957476552349759e-4
161,-0.002123074733993792
162,0.00177619758125763
163,-4.342177605341324e-5
164,8.403950094445619e-4
165,9.642595631273495e-4
166,2.737614515126643e-4
167,7.33875963081139e-5
168,0.001548905588416298
169,-0.0017169740051894867
170,2.2386331624074456e-4
171,0.001024902730167533
172,-1.5658591125692007e-6
173,0.0015998616327288129
174,-0.0014522343361143446
175,-0.001119542405707683
176,-7.930422857651407e-4
177,-0.0010825781263071733
178,-7.463522349356432e-4
179,-9.061372370824972e-4
180,-0.0016618625493396153
181,4.329281037662187e-4
182,-0.0020791596062200435
183,8.824943110487413e-4
184,5.465770780800334e-5
185,7.195613036980148e-4
186,-0.001211488479635122
187,0.002796897056782385
188,-4.771348743232328e-4
189,7.94280420705766e-4
190,-0.0018562989581540263
191,-8.657377474784258e-4
192,0.0018204648208381112
193,0.0021231720465951
194,-0.0016115473639107835
195,-8.546528803343507e-4
196,5.708004047716257e-7
197,-0.00205990276450876
198,0.001287983258936054
199,-5.954650527746846e-4
200,-9.005705525733428e-4
201,5.885944136740902e-4
202,6.552592455758926e-4
203,0.0011531441062064816
204,5.674556105547862e-4
205,0.0010849544889566386
206,-0.001575507743050401
207,-5.756067502586934e-4
208,9.868126297815397e-5
209,-0.001831143723468381
210,-6.998432069108076e-4
211,6.746291305800409e-4
212,0.0022315767293027682
213,-2.0027594297126694e-4
214,6.982803157295709e-4
215,8.399648197347288e-4
216,5.727475274464751e-4
217,9.831958266317696e-4
218,-0.0012247027186061484
219,6.07710981708827e-4
220,-0.0015389678108265268
221,0.001124535729734567
222,-6.484995257012467e-4
223,4.165676590224744e-4
224,-7.945925519698901e-4
225,0.001667923929059369
226,-2.665183753365201e-4
227,-2.5933351842759474e-5
228,-0.001870189425620374
229,-5.229139607166357e-4
230,-2.8577539094322944e-4
231,1.4961078302630016e-4
232,0.002101813784313965
233,-3.6249537678463464e-4
234,-3.0121525853068554e-4
235,1.078329246228494e-4
236,-9.535865728420417e-4
237,8.075349285984872e-5
238,-2.103469125375627e-4
239,-0.002880358546978141
240,0.0013219391869746023
241,0.0029220699665915926
242,-1.0402459711943162e-4
243,-0.002060389998502597
244,0.0025119726084874647
245,0.0019462201691621782
246,0.0014395128175573495
247,-4.254645698408363e-6
248,-5.314420883731649e-4
249,0.004618647657786411
250,4.479514130400873e-5
251,0.001299589264889863
252,-0.0022681781197424625
253,2.7884704812296767e-4
254,-2.467791764435904e-4
255,0.0011530884586169593
256,6.971528909453487e-4
257,-1.6111593412194134e-4
258,0.0017087017657411788
259,-8.725373492588195e-4
260,4.047994041587663e-5
261,0.001030828131912521
262,-0.001547664117170403
263,-1.5161469022515118e-4
264,-6.309725781055383e-4
265,6.377056799238244e-4
266,0.0017493200214804814
267,-4.5765321194011127e-4
268,-0.001097877883463225
269,-9.542421748771337e-5
270,-3.4294504312955656e-4
271,3.566045794094414e-6
272,-0.0012628170512013436
273,2.905104653794167e-4
274,-0.0013674282918418787
275,0.0020878303992311288
276,0.003027741787859981
277,5.313463791111722e-4
278,-7.867274557974293e-4
279,-6.430804089031898e-4
280,8.713831635805093e-5
281,0.0010600823812414197
282,-0.001729380998257658
283,-9.65197429224788e-4
284,-9.111414830395228e-4
285,-2.6616917546652403e-4
286,0.0010857076063615356
287,7.154486634445407e-5
288,-1.9725682002449583e-5
289,-4.311053972938854e-4
290,-9.757605899849491e-4
291,0.001257287841241607
292,3.8224103068921654e-4
293,-0.0021179975726355552
294,8.953659410887492e-5
295,0.003270865078888271
296,0.001045535665832204
297,3.209081632057578e-4
298,-0.0015139259009396462
299,2.6843692842813514e-4
300,8.712906193420873e-4
301,5.69412229881932e-4
302,8.613315932183377e-5
303,-7.849548607204611e-4
304,0.0011674613125284819
305,9.213106088495726e-4
306,2.1945454291435405e-4
307,-5.447278372826215e-4
308,-0.0010879262704816103
309,-0.0011218092274125472
310,9.347926642336345e-4
311,-0.0015316579141758258
312,-0.0012952112347623397
313,0.0017381661602753132
314,3.1772698611899056e-4
315,-7.845506369671099e-4
316,-0.001603398546072169
317,1.3374522478601223e-4
318,0.0014576558105596285
319,-8.733654259518533e-4
320,2.6955588159494146e-5
321,7.41697955741621e-4
322,-4.337462629165617e-5
323,-0.0018965347330078112
324,-0.0019960509597652296
325,-0.00192471243222394
326,0.0010449292297746962
327,-8.105536561920043e-4
328,-5.010683274144007e-4
329,0.0017727401938421592
330,0.001288800082710321
331,0.0013399809726873516
332,0.0012497974953700399
333,2.5365880252712844e-4
334,3.8186677214927585e-4
335,0.0016108723182951304
336,-1.1710569691125526e-4
337,-0.001890218748556854
338,0.0016718752087396239
339,-2.9232584497380335e-4
340,-0.0013031558574790488
341,7.679488290891468e-4
342,0.0010373264377450799
343,7.401865304244081e-4
344,-8.549396257571867e-4
345,0.0013928166197787657
346,-2.146780614941984e-4
347,-0.0011873493818420004
348,-0.0014317229919520475
349,0.001403270730993749
350,5.014872575556941e-4
351,0.001569074027921358
352,-3.605025623993185e-4
353,0.001523596058813014
354,0.001668879747616142
355,0.001366978321931062
356,-5.315901961519557e-4
357,5.174033638471856e-4
358,-0.001723224822001176
359,0.0014792226840943477
360,0.0011085859148087505
361,1.970721731654308e-4
362,0.0031455835129473417
363,-5.939161647551265e-4
364,9.556033440652445e-4
365,9.413266208310132e-4
366,9.314059063867149e-4
367,-0.0013959927810181974
368,-0.002113851558745683
369,0.0013074446575554108
370,-0.0032165039918902556
371,0.0010143670256194154
372,-0.002049919724841188
373,-6.765401853465392e-4
374,-9.413085901869587e-4
375,-0.0026696858683766178
376,-0.0019264911843653973
377,-1.1424985231194788e-4
378,8.604502673583574e-4
379,-0.0011428358388256448
380,2.1520302288646688e-4
381,0.002287472359423413
382,-3.01436166067126e-4
383,7.506340577115623e-5
384,0.00150117560290666
385,-5.776731533521081e-4
386,5.814540029780511e-5
387,-0.0019130563047149872
388,-8.722609888380706e-4
389,6.72894918681647e-4
390,-1.7908094762016124e-4
391,-6.665294555297216e-4
392,-7.698056190646352e-4
393,7.019042318568055e-4
394,-4.670901712689889e-6
395,-2.7556386567494464e-5
396,9.360075785340545e-4
397,-0.002060087031493527
