year,state,tse_municipality_id,municipality_name_raw,municipality_name,matched_municipality_id,matched_name_crosswalk,match_method
2008,AC,01120,ACRELÂNDIA,acrelandia,1200013,acrelandia,exact_state_name_fallback
2008,AC,01570,ASSIS BRASIL,assis brasil,1200054,assis brasil,exact_state_name_fallback
2008,AC,01058,BRASILÉIA,brasileia,1200104,brasileia,exact_state_name_fallback
2008,AC,01007,BUJARI,bujari,1200138,bujari,exact_state_name_fallback
2008,AC,01015,CAPIXABA,capixaba,1200179,capixaba,exact_state_name_fallback
2008,AC,01074,CRUZEIRO DO SUL,cruzeiro do sul,1200203,cruzeiro do sul,exact_state_name_fallback
2008,AC,01112,EPITACIOLÂNDIA,epitaciolandia,1200252,epitaciolandia,exact_state_name_fallback
2008,AC,01139,FEIJÓ,feijo,1200302,feijo,exact_state_name_fallback
2008,AC,01104,JORDÃO,jordao,1200328,jordao,exact_state_name_fallback
2008,AC,01090,MÂNCIO LIMA,mancio lima,1200336,mancio lima,exact_state_name_fallback
2008,AC,01554,MANOEL URBANO,manoel urbano,1200344,manoel urbano,exact_state_name_fallback
2008,AC,01040,MARECHAL THAUMATURGO,marechal thaumaturgo,1200351,marechal thaumaturgo,exact_state_name_fallback
2008,AC,01511,PLÁCIDO DE CASTRO,placido de castro,1200385,placido de castro,exact_state_name_fallback
2008,AC,01023,PORTO ACRE,porto acre,1200807,porto acre,exact_state_name_fallback
2008,AC,01066,PORTO WALTER,porto walter,1200393,porto walter,exact_state_name_fallback
2008,AC,01392,RIO BRANCO,rio branco,1200401,rio branco,exact_state_name_fallback
2008,AC,01082,RODRIGUES ALVES,rodrigues alves,1200427,rodrigues alves,exact_state_name_fallback
2008,AC,01031,SANTA ROSA DO PURUS,santa rosa do purus,1200435,santa rosa do purus,exact_state_name_fallback
2008,AC,01457,SENA MADUREIRA,sena madureira,1200500,sena madureira,exact_state_name_fallback
2008,AC,01538,SENADOR GUIOMARD,senador guiomard,1200450,senador guiomard,exact_state_name_fallback
2008,AC,01473,TARAUACÁ,tarauaca,1200609,tarauaca,exact_state_name_fallback
2008,AC,01490,XAPURI,xapuri,1200708,xapuri,exact_state_name_fallback
2008,AL,27014,ÁGUA BRANCA,agua branca,2700102,agua branca,direct_code_year_state
2008,AL,27030,ANADIA,anadia,2700201,anadia,direct_code_year_state
2008,AL,27057,ARAPIRACA,arapiraca,2700300,arapiraca,direct_code_year_state
2008,AL,27073,ATALAIA,atalaia,2700409,atalaia,direct_code_year_state
2008,AL,27090,BARRA DE SANTO ANTÔNIO,barra de santo antonio,2700508,barra de santo antonio,direct_code_year_state
2008,AL,27111,BARRA DE SÃO MIGUEL,barra de sao miguel,2700607,barra de sao miguel,direct_code_year_state
2008,AL,27138,BATALHA,batalha,2700706,batalha,direct_code_year_state
2008,AL,27154,BELÉM,belem,2700805,belem,direct_code_year_state
2008,AL,27170,BELO MONTE,belo monte,2700904,belo monte,direct_code_year_state
2008,AL,27197,BOCA DA MATA,boca da mata,2701001,boca da mata,direct_code_year_state
2008,AL,27219,BRANQUINHA,branquinha,2701100,branquinha,direct_code_year_state
2008,AL,27235,CACIMBINHAS,cacimbinhas,2701209,cacimbinhas,direct_code_year_state
2008,AL,27251,CAJUEIRO,cajueiro,2701308,cajueiro,direct_code_year_state
2008,AL,27081,CAMPESTRE,campestre,2701357,campestre,direct_code_year_state
2008,AL,27278,CAMPO ALEGRE,campo alegre,2701407,campo alegre,direct_code_year_state
2008,AL,27294,CAMPO GRANDE,campo grande,2701506,campo grande,direct_code_year_state
2008,AL,27316,CANAPI,canapi,2701605,canapi,direct_code_year_state
2008,AL,27332,CAPELA,capela,2701704,capela,direct_code_year_state
2008,AL,27359,CARNEIROS,carneiros,2701803,carneiros,direct_code_year_state
2008,AL,27375,CHÃ PRETA,cha preta,2701902,cha preta,direct_code_year_state
2008,AL,27391,COITÉ DO NÓIA,coite do noia,2702009,coite do noia,direct_code_year_state
2008,AL,27413,COLÔNIA LEOPOLDINA,colonia leopoldina,2702108,colonia leopoldina,direct_code_year_state
2008,AL,27430,COQUEIRO SECO,coqueiro seco,2702207,coqueiro seco,direct_code_year_state
2008,AL,27456,CORURIPE,coruripe,2702306,coruripe,direct_code_year_state
2008,AL,28894,CRAÍBAS,craibas,2702355,craibas,direct_code_year_state
2008,AL,27472,DELMIRO GOUVEIA,delmiro gouveia,2702405,delmiro gouveia,direct_code_year_state
2008,AL,27499,DOIS RIACHOS,dois riachos,2702504,dois riachos,direct_code_year_state
2008,AL,27049,ESTRELA DE ALAGOAS,estrela de alagoas,2702553,estrela de alagoas,direct_code_year_state
2008,AL,27510,FEIRA GRANDE,feira grande,2702603,feira grande,direct_code_year_state
2008,AL,27537,FELIZ DESERTO,feliz deserto,2702702,feliz deserto,direct_code_year_state
2008,AL,27553,FLEXEIRAS,flexeiras,2702801,flexeiras,direct_code_year_state
2008,AL,27570,GIRAU DO PONCIANO,girau do ponciano,2702900,girau do ponciano,direct_code_year_state
2008,AL,27596,IBATEGUARA,ibateguara,2703007,ibateguara,direct_code_year_state
2008,AL,27618,IGACI,igaci,2703106,igaci,direct_code_year_state
2008,AL,27634,IGREJA NOVA,igreja nova,2703205,igreja nova,direct_code_year_state
2008,AL,27650,INHAPI,inhapi,2703304,inhapi,direct_code_year_state
2008,AL,27677,JACARÉ DOS HOMENS,jacare dos homens,2703403,jacare dos homens,direct_code_year_state
2008,AL,27693,JACUÍPE,jacuipe,2703502,jacuipe,direct_code_year_state
2008,AL,27715,JAPARATINGA,japaratinga,2703601,japaratinga,direct_code_year_state
2008,AL,27731,JARAMATAIA,jaramataia,2703700,jaramataia,direct_code_year_state
2008,AL,27065,JEQUIÁ DA PRAIA,jequia da praia,2703759,jequia da praia,direct_code_year_state
2008,AL,27758,JOAQUIM GOMES,joaquim gomes,2703809,joaquim gomes,direct_code_year_state
2008,AL,27774,JUNDIÁ,jundia,2703908,jundia,direct_code_year_state
2008,AL,27790,JUNQUEIRO,junqueiro,2704005,junqueiro,direct_code_year_state
2008,AL,27812,LAGOA DA CANOA,lagoa da canoa,2704104,lagoa da canoa,direct_code_year_state
2008,AL,27839,LIMOEIRO DE ANADIA,limoeiro de anadia,2704203,limoeiro de anadia,direct_code_year_state
2008,AL,27855,MACEIÓ,maceio,2704302,maceio,direct_code_year_state
2008,AL,27871,MAJOR ISIDORO,major isidoro,2704401,major isidoro,direct_code_year_state
2008,AL,27979,MAR VERMELHO,mar vermelho,2704906,mar vermelho,direct_code_year_state
2008,AL,27898,MARAGOGI,maragogi,2704500,maragogi,direct_code_year_state
2008,AL,27910,MARAVILHA,maravilha,2704609,maravilha,direct_code_year_state
2008,AL,27936,MARECHAL DEODORO,marechal deodoro,2704708,marechal deodoro,direct_code_year_state
2008,AL,27952,MARIBONDO,maribondo,2704807,maribondo,direct_code_year_state
2008,AL,27995,MATA GRANDE,mata grande,2705002,mata grande,direct_code_year_state
2008,AL,28010,MATRIZ DE CAMARAGIBE,matriz de camaragibe,2705101,matriz de camaragibe,direct_code_year_state
2008,AL,28037,MESSIAS,messias,2705200,messias,direct_code_year_state
2008,AL,28053,MINADOR DO NEGRÃO,minador do negrao,2705309,minador do negrao,direct_code_year_state
2008,AL,28070,MONTEIRÓPOLIS,monteiropolis,2705408,monteiropolis,direct_code_year_state
2008,AL,28096,MURICI,murici,2705507,murici,direct_code_year_state
2008,AL,28118,NOVO LINO,novo lino,2705606,novo lino,direct_code_year_state
2008,AL,28134,OLHO D'ÁGUA DAS FLORES,olho d agua das flores,2705705,olho d agua das flores,direct_code_year_state
2008,AL,28150,OLHO D'ÁGUA DO CASADO,olho d agua do casado,2705804,olho d agua do casado,direct_code_year_state
2008,AL,28177,OLHO D'ÁGUA GRANDE,olho d agua grande,2705903,olho d agua grande,direct_code_year_state
2008,AL,28193,OLIVENÇA,olivenca,2706000,olivenca,direct_code_year_state
2008,AL,28215,OURO BRANCO,ouro branco,2706109,ouro branco,direct_code_year_state
2008,AL,28231,PALESTINA,palestina,2706208,palestina,direct_code_year_state
2008,AL,28258,PALMEIRA DOS ÍNDIOS,palmeira dos indios,2706307,palmeira dos indios,direct_code_year_state
2008,AL,28274,PÃO DE AÇÚCAR,pao de acucar,2706406,pao de acucar,direct_code_year_state
2008,AL,27022,PARICONHA,pariconha,2706422,pariconha,direct_code_year_state
2008,AL,27006,PARIPUEIRA,paripueira,2706448,paripueira,direct_code_year_state
2008,AL,28290,PASSO DE CAMARAGIBE,passo de camaragibe,2706505,passo de camaragibe,direct_code_year_state
2008,AL,28312,PAULO JACINTO,paulo jacinto,2706604,paulo jacinto,direct_code_year_state
2008,AL,28339,PENEDO,penedo,2706703,penedo,direct_code_year_state
2008,AL,28355,PIAÇABUÇU,piacabucu,2706802,piacabucu,direct_code_year_state
2008,AL,28371,PILAR,pilar,2706901,pilar,direct_code_year_state
2008,AL,28398,PINDOBA,pindoba,2707008,pindoba,direct_code_year_state
2008,AL,28410,PIRANHAS,piranhas,2707107,piranhas,direct_code_year_state
2008,AL,28436,POÇO DAS TRINCHEIRAS,poco das trincheiras,2707206,poco das trincheiras,direct_code_year_state
2008,AL,28452,PORTO CALVO,porto calvo,2707305,porto calvo,direct_code_year_state
2008,AL,28479,PORTO DE PEDRAS,porto de pedras,2707404,porto de pedras,direct_code_year_state
2008,AL,28495,PORTO REAL DO COLÉGIO,porto real do colegio,2707503,porto real do colegio,direct_code_year_state
2008,AL,28517,QUEBRANGULO,quebrangulo,2707602,quebrangulo,direct_code_year_state
2008,AL,28533,RIO LARGO,rio largo,2707701,rio largo,direct_code_year_state
2008,AL,28550,ROTEIRO,roteiro,2707800,roteiro,direct_code_year_state
2008,AL,28576,SANTA LUZIA DO NORTE,santa luzia do norte,2707909,santa luzia do norte,direct_code_year_state
2008,AL,28592,SANTANA DO IPANEMA,santana do ipanema,2708006,santana do ipanema,direct_code_year_state
2008,AL,28614,SANTANA DO MUNDAÚ,santana do mundau,2708105,santana do mundau,direct_code_year_state
2008,AL,28630,SÃO BRÁS,sao bras,2708204,sao bras,direct_code_year_state
2008,AL,28657,SÃO JOSÉ DA LAJE,sao jose da laje,2708303,sao jose da laje,direct_code_year_state
2008,AL,28673,SÃO JOSÉ DA TAPERA,sao jose da tapera,2708402,sao jose da tapera,direct_code_year_state
2008,AL,28690,SÃO LUÍS DO QUITUNDE,sao luis do quitunde,2708501,sao luis do quitunde,direct_code_year_state
2008,AL,28711,SÃO MIGUEL DOS CAMPOS,sao miguel dos campos,2708600,sao miguel dos campos,direct_code_year_state
2008,AL,28738,SÃO MIGUEL DOS MILAGRES,sao miguel dos milagres,2708709,sao miguel dos milagres,direct_code_year_state
2008,AL,28754,SÃO SEBASTIÃO,sao sebastiao,2708808,sao sebastiao,direct_code_year_state
2008,AL,28770,SATUBA,satuba,2708907,satuba,direct_code_year_state
2008,AL,28916,SENADOR RUI PALMEIRA,senador rui palmeira,2708956,senador rui palmeira,direct_code_year_state
2008,AL,28797,TANQUE D'ARCA,tanque d arca,2709004,tanque d arca,direct_code_year_state
2008,AL,28819,TAQUARANA,taquarana,2709103,taquarana,direct_code_year_state
2008,AL,28932,TEOTÔNIO VILELA,teotonio vilela,2709152,teotonio vilela,direct_code_year_state
2008,AL,28835,TRAIPU,traipu,2709202,traipu,direct_code_year_state
2008,AL,28851,UNIÃO DOS PALMARES,uniao dos palmares,2709301,uniao dos palmares,direct_code_year_state
2008,AL,28878,VIÇOSA,vicosa,2709400,vicosa,direct_code_year_state
2008,AM,02895,ALVARÃES,alvaraes,1300029,alvaraes,exact_state_name_fallback
2008,AM,02917,AMATURÁ,amatura,1300060,amatura,exact_state_name_fallback
2008,AM,02933,ANAMÃ,anama,1300086,anama,exact_state_name_fallback
2008,AM,02038,ANORI,anori,1300102,anori,exact_state_name_fallback
2008,AM,02003,APUÍ,apui,1300144,apui,exact_state_name_fallback
2008,AM,02054,ATALAIA DO NORTE,atalaia do norte,1300201,atalaia do norte,exact_state_name_fallback
2008,AM,02070,AUTAZES,autazes,1300300,autazes,exact_state_name_fallback
2008,AM,02097,BARCELOS,barcelos,1300409,barcelos,exact_state_name_fallback
2008,AM,02119,BARREIRINHA,barreirinha,1300508,barreirinha,exact_state_name_fallback
2008,AM,02135,BENJAMIN CONSTANT,benjamin constant,1300607,benjamin constant,exact_state_name_fallback
2008,AM,02950,BERURI,beruri,1300631,beruri,exact_state_name_fallback
2008,AM,02976,BOA VISTA DO RAMOS,boa vista do ramos,1300680,boa vista do ramos,exact_state_name_fallback
2008,AM,02151,BOCA DO ACRE,boca do acre,1300706,boca do acre,exact_state_name_fallback
2008,AM,02178,BORBA,borba,1300805,borba,exact_state_name_fallback
2008,AM,02992,CAAPIRANGA,caapiranga,1300839,caapiranga,exact_state_name_fallback
2008,AM,02194,CANUTAMA,canutama,1300904,canutama,exact_state_name_fallback
2008,AM,02216,CARAUARI,carauari,1301001,carauari,exact_state_name_fallback
2008,AM,02232,CAREIRO,careiro,1301100,careiro,exact_state_name_fallback
2008,AM,02046,CAREIRO DA VÁRZEA,careiro da varzea,1301159,careiro da varzea,exact_state_name_fallback
2008,AM,02259,COARI,coari,1301209,coari,exact_state_name_fallback
2008,AM,02275,CODAJÁS,codajas,1301308,codajas,exact_state_name_fallback
2008,AM,02291,EIRUNEPÉ,eirunepe,1301407,eirunepe,exact_state_name_fallback
2008,AM,02313,ENVIRA,envira,1301506,envira,exact_state_name_fallback
2008,AM,02330,FONTE BOA,fonte boa,1301605,fonte boa,exact_state_name_fallback
2008,AM,02020,GUAJARÁ,guajara,1301654,guajara,exact_state_name_fallback
2008,AM,02356,HUMAITÁ,humaita,1301704,humaita,exact_state_name_fallback
2008,AM,02399,IPIXUNA,ipixuna,1301803,ipixuna,exact_state_name_fallback
2008,AM,98353,IRANDUBA,iranduba,1301852,iranduba,direct_code_year_state
2008,AM,02410,ITACOATIARA,itacoatiara,1301902,itacoatiara,exact_state_name_fallback
2008,AM,98370,ITAMARATI,itamarati,1301951,itamarati,direct_code_year_state
2008,AM,02437,ITAPIRANGA,itapiranga,1302009,itapiranga,exact_state_name_fallback
2008,AM,02453,JAPURÁ,japura,1302108,japura,exact_state_name_fallback
2008,AM,02470,JURUÁ,jurua,1302207,jurua,exact_state_name_fallback
2008,AM,02496,JUTAÍ,jutai,1302306,jutai,exact_state_name_fallback
2008,AM,02518,LÁBREA,labrea,1302405,labrea,exact_state_name_fallback
2008,AM,02534,MANACAPURU,manacapuru,1302504,manacapuru,exact_state_name_fallback
2008,AM,98396,MANAQUIRI,manaquiri,1302553,manaquiri,direct_code_year_state
2008,AM,02550,MANAUS,manaus,1302603,manaus,exact_state_name_fallback
2008,AM,02577,MANICORÉ,manicore,1302702,manicore,exact_state_name_fallback
2008,AM,02593,MARAÃ,maraa,1302801,maraa,exact_state_name_fallback
2008,AM,02615,MAUÉS,maues,1302900,maues,exact_state_name_fallback
2008,AM,02631,NHAMUNDÁ,nhamunda,1303007,nhamunda,exact_state_name_fallback
2008,AM,02658,NOVA OLINDA DO NORTE,nova olinda do norte,1303106,nova olinda do norte,exact_state_name_fallback
2008,AM,02011,NOVO AIRÃO,novo airao,1303205,novo airao,exact_state_name_fallback
2008,AM,02674,NOVO ARIPUANÃ,novo aripuana,1303304,novo aripuana,exact_state_name_fallback
2008,AM,02690,PARINTINS,parintins,1303403,parintins,exact_state_name_fallback
2008,AM,02712,PAUINI,pauini,1303502,pauini,exact_state_name_fallback
2008,AM,98418,PRESIDENTE FIGUEIREDO,presidente figueiredo,1303536,presidente figueiredo,direct_code_year_state
2008,AM,98434,RIO PRETO DA EVA,rio preto da eva,1303569,rio preto da eva,direct_code_year_state
2008,AM,02372,SANTA ISABEL DO RIO NEGRO,santa isabel do rio negro,1303601,santa isabel do rio negro,exact_state_name_fallback
2008,AM,02739,SANTO ANTÔNIO DO IÇÁ,santo antonio do ica,1303700,santo antonio do ica,exact_state_name_fallback
2008,AM,02836,SÃO GABRIEL DA CACHOEIRA,sao gabriel da cachoeira,1303809,sao gabriel da cachoeira,exact_state_name_fallback
2008,AM,02755,SÃO PAULO DE OLIVENÇA,sao paulo de olivenca,1303908,sao paulo de olivenca,exact_state_name_fallback
2008,AM,98450,SÃO SEBASTIÃO DO UATUMÃ,sao sebastiao do uatuma,1303957,sao sebastiao do uatuma,direct_code_year_state
2008,AM,02771,SILVES,silves,1304005,silves,exact_state_name_fallback
2008,AM,98477,TABATINGA,tabatinga,1304062,tabatinga,direct_code_year_state
2008,AM,02798,TAPAUÁ,tapaua,1304104,tapaua,exact_state_name_fallback
2008,AM,02810,TEFÉ,tefe,1304203,tefe,exact_state_name_fallback
2008,AM,98515,TONANTINS,tonantins,1304237,tonantins,direct_code_year_state
2008,AM,98493,UARINI,uarini,1304260,uarini,direct_code_year_state
2008,AM,02852,URUCARÁ,urucara,1304302,urucara,exact_state_name_fallback
2008,AM,02879,URUCURITUBA,urucurituba,1304401,urucurituba,exact_state_name_fallback
2008,AP,06084,ÁGUA BRANCA DO AMAPARI,agua branca do amapari,,,unmatched
2008,AP,06017,AMAPÁ,amapa,1600105,amapa,exact_state_name_fallback
2008,AP,06033,CALÇOENE,calcoene,1600204,calcoene,exact_state_name_fallback
2008,AP,06068,CUTIAS,cutias,1600212,cutias,exact_state_name_fallback
2008,AP,06114,FERREIRA GOMES,ferreira gomes,1600238,ferreira gomes,exact_state_name_fallback
2008,AP,06041,ITAUBAL,itaubal,1600253,itaubal,exact_state_name_fallback
2008,AP,06130,LARANJAL DO JARI,laranjal do jari,1600279,laranjal do jari,exact_state_name_fallback
2008,AP,06050,MACAPÁ,macapa,1600303,macapa,exact_state_name_fallback
2008,AP,06076,MAZAGÃO,mazagao,1600402,mazagao,exact_state_name_fallback
2008,AP,06092,OIAPOQUE,oiapoque,1600501,oiapoque,exact_state_name_fallback
2008,AP,06025,PORTO GRANDE,porto grande,1600535,porto grande,exact_state_name_fallback
2008,AP,06009,PRACUÚBA,pracuuba,1600550,pracuuba,exact_state_name_fallback
2008,AP,06157,SANTANA,santana,1600600,santana,exact_state_name_fallback
2008,AP,06106,SERRA DO NAVIO,serra do navio,1600055,serra do navio,exact_state_name_fallback
2008,AP,06173,TARTARUGALZINHO,tartarugalzinho,1600709,tartarugalzinho,exact_state_name_fallback
2008,AP,06122,VITÓRIA DO JARI,vitoria do jari,1600808,vitoria do jari,exact_state_name_fallback
2008,BA,33014,ABAÍRA,abaira,2900108,abaira,direct_code_year_state
2008,BA,33030,ABARÉ,abare,2900207,abare,direct_code_year_state
2008,BA,33057,ACAJUTIBA,acajutiba,2900306,acajutiba,direct_code_year_state
2008,BA,33065,ADUSTINA,adustina,2900355,adustina,direct_code_year_state
2008,BA,33073,ÁGUA FRIA,agua fria,2900405,agua fria,direct_code_year_state
2008,BA,33111,AIQUARA,aiquara,2900603,aiquara,direct_code_year_state
2008,BA,33138,ALAGOINHAS,alagoinhas,2900702,alagoinhas,direct_code_year_state
2008,BA,33154,ALCOBAÇA,alcobaca,2900801,alcobaca,direct_code_year_state
2008,BA,33170,ALMADINA,almadina,2900900,almadina,direct_code_year_state
2008,BA,33197,AMARGOSA,amargosa,2901007,amargosa,direct_code_year_state
2008,BA,33219,AMÉLIA RODRIGUES,amelia rodrigues,2901106,amelia rodrigues,direct_code_year_state
2008,BA,30716,AMÉRICA DOURADA,america dourada,2901155,america dourada,direct_code_year_state
2008,BA,33235,ANAGÉ,anage,2901205,anage,direct_code_year_state
2008,BA,33251,ANDARAÍ,andarai,2901304,andarai,direct_code_year_state
2008,BA,33260,ANDORINHA,andorinha,2901353,andorinha,direct_code_year_state
2008,BA,33278,ANGICAL,angical,2901403,angical,direct_code_year_state
2008,BA,33294,ANGUERA,anguera,2901502,anguera,direct_code_year_state
2008,BA,33316,ANTAS,antas,2901601,antas,direct_code_year_state
2008,BA,33332,ANTÔNIO CARDOSO,antonio cardoso,2901700,antonio cardoso,direct_code_year_state
2008,BA,33359,ANTÔNIO GONÇALVES,antonio goncalves,2901809,antonio goncalves,direct_code_year_state
2008,BA,33375,APORÁ,apora,2901908,apora,direct_code_year_state
2008,BA,33405,APUAREMA,apuarema,2901957,apuarema,direct_code_year_state
2008,BA,33383,ARAÇÁS,aracas,2902054,aracas,direct_code_year_state
2008,BA,33391,ARACATU,aracatu,2902005,aracatu,direct_code_year_state
2008,BA,33413,ARACI,araci,2902104,araci,direct_code_year_state
2008,BA,33430,ARAMARI,aramari,2902203,aramari,direct_code_year_state
2008,BA,30732,ARATACA,arataca,2902252,arataca,direct_code_year_state
2008,BA,33456,ARATUÍPE,aratuipe,2902302,aratuipe,direct_code_year_state
2008,BA,33472,AURELINO LEAL,aurelino leal,2902401,aurelino leal,direct_code_year_state
2008,BA,33499,BAIANÓPOLIS,baianopolis,2902500,baianopolis,direct_code_year_state
2008,BA,33510,BAIXA GRANDE,baixa grande,2902609,baixa grande,direct_code_year_state
2008,BA,33529,BANZAÊ,banzae,2902658,banzae,direct_code_year_state
2008,BA,33537,BARRA,barra,2902708,barra,direct_code_year_state
2008,BA,33553,BARRA DA ESTIVA,barra da estiva,2902807,barra da estiva,direct_code_year_state
2008,BA,33570,BARRA DO CHOÇA,barra do choca,2902906,barra do choca,direct_code_year_state
2008,BA,33596,BARRA DO MENDES,barra do mendes,2903003,barra do mendes,direct_code_year_state
2008,BA,33618,BARRA DO ROCHA,barra do rocha,2903102,barra do rocha,direct_code_year_state
2008,BA,33634,BARREIRAS,barreiras,2903201,barreiras,direct_code_year_state
2008,BA,30759,BARRO ALTO,barro alto,2903235,barro alto,direct_code_year_state
2008,BA,30775,BARROCAS,barrocas,2903276,barrocas,direct_code_year_state
2008,BA,33677,BELMONTE,belmonte,2903409,belmonte,direct_code_year_state
2008,BA,33693,BELO CAMPO,belo campo,2903508,belo campo,direct_code_year_state
2008,BA,33715,BIRITINGA,biritinga,2903607,biritinga,direct_code_year_state
2008,BA,33731,BOA NOVA,boa nova,2903706,boa nova,direct_code_year_state
2008,BA,33758,BOA VISTA DO TUPIM,boa vista do tupim,2903805,boa vista do tupim,direct_code_year_state
2008,BA,33774,BOM JESUS DA LAPA,bom jesus da lapa,2903904,bom jesus da lapa,direct_code_year_state
2008,BA,33782,BOM JESUS DA SERRA,bom jesus da serra,2903953,bom jesus da serra,direct_code_year_state
2008,BA,33790,BONINAL,boninal,2904001,boninal,direct_code_year_state
2008,BA,33804,BONITO,bonito,2904050,bonito,direct_code_year_state
2008,BA,33812,BOQUIRA,boquira,2904100,boquira,direct_code_year_state
2008,BA,33839,BOTUPORÃ,botupora,2904209,botupora,direct_code_year_state
2008,BA,33855,BREJÕES,brejoes,2904308,brejoes,direct_code_year_state
2008,BA,33871,BREJOLÂNDIA,brejolandia,2904407,brejolandia,direct_code_year_state
2008,BA,33898,BROTAS DE MACAÚBAS,brotas de macaubas,2904506,brotas de macaubas,direct_code_year_state
2008,BA,33910,BRUMADO,brumado,2904605,brumado,direct_code_year_state
2008,BA,33936,BUERAREMA,buerarema,2904704,buerarema,direct_code_year_state
2008,BA,30791,BURITIRAMA,buritirama,2904753,buritirama,direct_code_year_state
2008,BA,33952,CAATIBA,caatiba,2904803,caatiba,direct_code_year_state
2008,BA,33960,CABACEIRAS DO PARAGUAÇU,cabaceiras do paraguacu,2904852,cabaceiras do paraguacu,direct_code_year_state
2008,BA,33979,CACHOEIRA,cachoeira,2904902,cachoeira,direct_code_year_state
2008,BA,33995,CACULÉ,cacule,2905008,cacule,direct_code_year_state
2008,BA,34010,CAEM,caem,2905107,caem,direct_code_year_state
2008,BA,34029,CAETANOS,caetanos,2905156,caetanos,direct_code_year_state
2008,BA,34037,CAETITÉ,caetite,2905206,caetite,direct_code_year_state
2008,BA,34053,CAFARNAUM,cafarnaum,2905305,cafarnaum,direct_code_year_state
2008,BA,34070,CAIRU,cairu,2905404,cairu,direct_code_year_state
2008,BA,34096,CALDEIRÃO GRANDE,caldeirao grande,2905503,caldeirao grande,direct_code_year_state
2008,BA,34118,CAMACAN,camacan,2905602,camacan,direct_code_year_state
2008,BA,34134,CAMAÇARI,camacari,2905701,camacari,direct_code_year_state
2008,BA,34150,CAMAMU,camamu,2905800,camamu,direct_code_year_state
2008,BA,34177,CAMPO ALEGRE DE LOURDES,campo alegre de lourdes,2905909,campo alegre de lourdes,direct_code_year_state
2008,BA,34193,CAMPO FORMOSO,campo formoso,2906006,campo formoso,direct_code_year_state
2008,BA,34215,CANÁPOLIS,canapolis,2906105,canapolis,direct_code_year_state
2008,BA,34231,CANARANA,canarana,2906204,canarana,direct_code_year_state
2008,BA,34258,CANAVIEIRAS,canavieiras,2906303,canavieiras,direct_code_year_state
2008,BA,34274,CANDEAL,candeal,2906402,candeal,direct_code_year_state
2008,BA,34290,CANDEIAS,candeias,2906501,candeias,direct_code_year_state
2008,BA,34312,CANDIBA,candiba,2906600,candiba,direct_code_year_state
2008,BA,34339,CÂNDIDO SALES,candido sales,2906709,candido sales,direct_code_year_state
2008,BA,34355,CANSANÇÃO,cansancao,2906808,cansancao,direct_code_year_state
2008,BA,30856,CANUDOS,canudos,2906824,canudos,direct_code_year_state
2008,BA,30813,CAPELA DO ALTO ALEGRE,capela do alto alegre,2906857,capela do alto alegre,direct_code_year_state
2008,BA,30830,CAPIM GROSSO,capim grosso,2906873,capim grosso,direct_code_year_state
2008,BA,34363,CARAÍBAS,caraibas,2906899,caraibas,direct_code_year_state
2008,BA,34371,CARAVELAS,caravelas,2906907,caravelas,direct_code_year_state
2008,BA,34398,CARDEAL DA SILVA,cardeal da silva,2907004,cardeal da silva,direct_code_year_state
2008,BA,34410,CARINHANHA,carinhanha,2907103,carinhanha,direct_code_year_state
2008,BA,34436,CASA NOVA,casa nova,2907202,casa nova,direct_code_year_state
2008,BA,34452,CASTRO ALVES,castro alves,2907301,castro alves,direct_code_year_state
2008,BA,34479,CATOLÂNDIA,catolandia,2907400,catolandia,direct_code_year_state
2008,BA,34495,CATU,catu,2907509,catu,direct_code_year_state
2008,BA,34509,CATURAMA,caturama,2907558,caturama,direct_code_year_state
2008,BA,34517,CENTRAL,central,2907608,central,direct_code_year_state
2008,BA,34533,CHORROCHÓ,chorrocho,2907707,chorrocho,direct_code_year_state
2008,BA,34550,CÍCERO DANTAS,cicero dantas,2907806,cicero dantas,direct_code_year_state
2008,BA,34576,CIPÓ,cipo,2907905,cipo,direct_code_year_state
2008,BA,34592,COARACI,coaraci,2908002,coaraci,direct_code_year_state
2008,BA,34614,COCOS,cocos,2908101,cocos,direct_code_year_state
2008,BA,34630,CONCEIÇÃO DA FEIRA,conceicao da feira,2908200,conceicao da feira,direct_code_year_state
2008,BA,34657,CONCEIÇÃO DO ALMEIDA,conceicao do almeida,2908309,conceicao do almeida,direct_code_year_state
2008,BA,34673,CONCEIÇÃO DO COITÉ,conceicao do coite,2908408,conceicao do coite,direct_code_year_state
2008,BA,34690,CONCEIÇÃO DO JACUÍPE,conceicao do jacuipe,2908507,conceicao do jacuipe,direct_code_year_state
2008,BA,34711,CONDE,conde,2908606,conde,direct_code_year_state
2008,BA,34738,CONDEÚBA,condeuba,2908705,condeuba,direct_code_year_state
2008,BA,34754,CONTENDAS DO SINCORÁ,contendas do sincora,2908804,contendas do sincora,direct_code_year_state
2008,BA,34770,CORAÇÃO DE MARIA,coracao de maria,2908903,coracao de maria,direct_code_year_state
2008,BA,34797,CORDEIROS,cordeiros,2909000,cordeiros,direct_code_year_state
2008,BA,34819,CORIBE,coribe,2909109,coribe,direct_code_year_state
2008,BA,34835,CORONEL JOÃO SÁ,coronel joao sa,2909208,coronel joao sa,direct_code_year_state
2008,BA,34851,CORRENTINA,correntina,2909307,correntina,direct_code_year_state
2008,BA,34878,COTEGIPE,cotegipe,2909406,cotegipe,direct_code_year_state
